time,U01,U02,U03,U04,U05,U06,U07,U08,U09,U10,U11,U12,U13,U14,U15,U16,U17
1.000000000000,11.83928660600802,11.82589444375253,11.72282293598806,11.32309412265486,10.90152146461224,10.60925139275033,9.331640940451321,9.412402547233279,8.839737971521600,10.11430112375497,3.255423835548209,4.341405415800020,7.366817231173828,2.328108238733376,4.535908870255852,2.345747646785860,6.250068399764389
