time,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17
1.000000000000,11.83384855845691,11.81931782195771,11.71777408037414,11.31828941839262,10.89466160176437,10.60422978042267,9.323701393756203,9.366183270572927,8.831905371997944,10.10789222875218,3.248236944489324,4.335426968957887,7.361750958617495,2.321531131888949,4.527697632520677,2.338629942594161,6.243618066204792
