time,WEL(WEL-1)_IN,RIV(RIV-1)_IN,RCHA(RCH-1)_IN,CHD(CHD-1)_IN,WEL(WEL-1)_OUT,RIV(RIV-1)_OUT,RCHA(RCH-1)_OUT,CHD(CHD-1)_OUT,TOTAL_IN,TOTAL_OUT,PERCENT_DIFFERENCE
1.0000000000000000,0.0000000000000000,0.0000000000000000,851083.75000000000,88315.733996042924,0.0000000000000000,880784.95754018356,0.0000000000000000,58615.043541120191,939399.48399604298,939400.00108130369,-0.55044219973300971E-4
